Region,State,StateCode,Education,EducationCode,DeliveryMethod,DeliveryMethodCode,TobaccoUse,TobaccoUseCode,Births,Pctof TotalBirths,AverageBirthWeight,AverageAgeofMother
2,Michigan,26,"Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Vaginal,1,No,2,1747,0.04%,3359.57,32.71
2,Michigan,26,"Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Vaginal,1,Not Stated,9,21,0.00%,3450.95,33.9
2,Michigan,26,"Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Cesarean,2,No,2,925,0.02%,3218.99,33.64
2,Michigan,26,Unknown/Not on certificate,Unk,Vaginal,1,Yes,1,72,0.00%,2773.66,27.01
2,Michigan,26,Unknown/Not on certificate,Unk,Vaginal,1,No,2,576,0.01%,3198.32,27.48
2,Michigan,26,Unknown/Not on certificate,Unk,Vaginal,1,Not Stated,9,109,0.00%,2960.72,27.17
2,Michigan,26,Unknown/Not on certificate,Unk,Cesarean,2,Yes,1,45,0.00%,2759.93,30.13
2,Michigan,26,Unknown/Not on certificate,Unk,Cesarean,2,No,2,281,0.01%,3152.57,29.05
2,Michigan,26,Unknown/Not on certificate,Unk,Cesarean,2,Not Stated,9,41,0.00%,2572.02,30.85
2,Ohio,39,8th grade or less,1,Vaginal,1,Yes,1,198,0.01%,3002.53,25.3
2,Ohio,39,8th grade or less,1,Vaginal,1,No,2,3595,0.09%,3356.32,28.41
2,Ohio,39,8th grade or less,1,Vaginal,1,Not Stated,9,10,0.00%,3364.1,27.1
2,Ohio,39,8th grade or less,1,Cesarean,2,Yes,1,92,0.00%,2843.58,26.84
2,Ohio,39,8th grade or less,1,Cesarean,2,No,2,728,0.02%,3225.59,29.42
2,Ohio,39,9th through 12th grade with no diploma,2,Vaginal,1,Yes,1,3247,0.08%,3003.97,24.32
2,Ohio,39,9th through 12th grade with no diploma,2,Vaginal,1,No,2,6665,0.17%,3173.57,22.77
2,Ohio,39,9th through 12th grade with no diploma,2,Vaginal,1,Not Stated,9,47,0.00%,3020.93,21.62
2,Ohio,39,9th through 12th grade with no diploma,2,Cesarean,2,Yes,1,1416,0.04%,2938.88,25.82
2,Ohio,39,9th through 12th grade with no diploma,2,Cesarean,2,No,2,2399,0.06%,3073.07,24.4
2,Ohio,39,9th through 12th grade with no diploma,2,Cesarean,2,Not Stated,9,19,0.00%,2659.58,26.11
2,Ohio,39,High school graduate or GED completed,3,Vaginal,1,Yes,1,5726,0.15%,3090.96,25.46
2,Ohio,39,High school graduate or GED completed,3,Vaginal,1,No,2,19374,0.49%,3255.99,25.18
2,Ohio,39,High school graduate or GED completed,3,Vaginal,1,Not Stated,9,46,0.00%,3038.52,26.04
2,Ohio,39,High school graduate or GED completed,3,Cesarean,2,Yes,1,2723,0.07%,3023.05,26.73
2,Ohio,39,High school graduate or GED completed,3,Cesarean,2,No,2,8321,0.21%,3202.21,26.61
2,Ohio,39,High school graduate or GED completed,3,Cesarean,2,Not Stated,9,34,0.00%,2876.97,28.03
2,Ohio,39,"Some college credit, but not a degree",4,Vaginal,1,Yes,1,3101,0.08%,3119.97,27.56
2,Ohio,39,"Some college credit, but not a degree",4,Vaginal,1,No,2,16168,0.41%,3315.41,26.97
2,Ohio,39,"Some college credit, but not a degree",4,Vaginal,1,Not Stated,9,30,0.00%,3070.24,27.33
2,Ohio,39,"Some college credit, but not a degree",4,Cesarean,2,Yes,1,1526,0.04%,3025.15,28.81
2,Ohio,39,"Some college credit, but not a degree",4,Cesarean,2,No,2,7598,0.19%,3234.95,28.25
2,Ohio,39,"Some college credit, but not a degree",4,Cesarean,2,Not Stated,9,16,0.00%,3036.81,31.31
2,Ohio,39,"Associate degree (AA, AS)",5,Vaginal,1,Yes,1,705,0.02%,3142.9,30.31
2,Ohio,39,"Associate degree (AA, AS)",5,Vaginal,1,No,2,7584,0.19%,3358.29,29.27
2,Ohio,39,"Associate degree (AA, AS)",5,Cesarean,2,Yes,1,445,0.01%,3040.68,30.64
2,Ohio,39,"Associate degree (AA, AS)",5,Cesarean,2,No,2,3839,0.10%,3285.09,30.32
2,Ohio,39,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,Yes,1,279,0.01%,3189.57,31.51
2,Ohio,39,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,No,2,17610,0.45%,3389.95,30.45
2,Ohio,39,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,Not Stated,9,15,0.00%,3236.53,30.33
2,Ohio,39,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,Yes,1,157,0.00%,3157.29,32.36
2,Ohio,39,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,No,2,7979,0.20%,3298.72,31.54
2,Ohio,39,"Master's degree (MA, MS)",7,Vaginal,1,Yes,1,42,0.00%,3243.17,33.07
2,Ohio,39,"Master's degree (MA, MS)",7,Vaginal,1,No,2,8361,0.21%,3395.73,32.03
2,Ohio,39,"Master's degree (MA, MS)",7,Cesarean,2,Yes,1,30,0.00%,3111.23,33.27
2,Ohio,39,"Master's degree (MA, MS)",7,Cesarean,2,No,2,4003,0.10%,3296.28,32.98
2,Ohio,39,"Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Vaginal,1,No,2,2339,0.06%,3351.83,32.59
2,Ohio,39,"Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Cesarean,2,No,2,1009,0.03%,3213.9,33.84
2,Ohio,39,Unknown/Not on certificate,Unk,Vaginal,1,Yes,1,40,0.00%,2901.33,26.98
2,Ohio,39,Unknown/Not on certificate,Unk,Vaginal,1,No,2,252,0.01%,3177.49,27.61
2,Ohio,39,Unknown/Not on certificate,Unk,Vaginal,1,Not Stated,9,63,0.00%,2810.33,26.79
2,Ohio,39,Unknown/Not on certificate,Unk,Cesarean,2,Yes,1,20,0.00%,2788.3,28.05
2,Ohio,39,Unknown/Not on certificate,Unk,Cesarean,2,No,2,110,0.00%,3106.32,30.14
2,Ohio,39,Unknown/Not on certificate,Unk,Cesarean,2,Not Stated,9,28,0.00%,2847.68,29.61
2,Ohio,39,Unknown/Not on certificate,Unk,Not Stated,9,Not Stated,9,23,0.00%,2670,26.96
2,Wisconsin,55,8th grade or less,1,Vaginal,1,Yes,1,79,0.00%,3006.22,25.82
2,Wisconsin,55,8th grade or less,1,Vaginal,1,No,2,1906,0.05%,3440.54,29.68
2,Wisconsin,55,8th grade or less,1,Vaginal,1,Not Stated,9,13,0.00%,3468.92,29.08
2,Wisconsin,55,8th grade or less,1,Cesarean,2,Yes,1,27,0.00%,3126.74,26.74
2,Wisconsin,55,8th grade or less,1,Cesarean,2,No,2,314,0.01%,3250.98,30.92
2,Wisconsin,55,9th through 12th grade with no diploma,2,Vaginal,1,Yes,1,876,0.02%,3048.74,25.09
2,Wisconsin,55,9th through 12th grade with no diploma,2,Vaginal,1,No,2,2620,0.07%,3219.7,23.76
2,Wisconsin,55,9th through 12th grade with no diploma,2,Vaginal,1,Not Stated,9,42,0.00%,3094.07,25.86
2,Wisconsin,55,9th through 12th grade with no diploma,2,Cesarean,2,Yes,1,350,0.01%,2947.97,26.74
2,Wisconsin,55,9th through 12th grade with no diploma,2,Cesarean,2,No,2,745,0.02%,3086.97,25.71
2,Wisconsin,55,9th through 12th grade with no diploma,2,Cesarean,2,Not Stated,9,16,0.00%,2380.88,27.5
2,Wisconsin,55,High school graduate or GED completed,3,Vaginal,1,Yes,1,2448,0.06%,3147.04,26.39
2,Wisconsin,55,High school graduate or GED completed,3,Vaginal,1,No,2,9412,0.24%,3307.77,25.81
2,Wisconsin,55,High school graduate or GED completed,3,Vaginal,1,Not Stated,9,107,0.00%,3257.81,27.07
2,Wisconsin,55,High school graduate or GED completed,3,Cesarean,2,Yes,1,939,0.02%,3028.54,27.79
2,Wisconsin,55,High school graduate or GED completed,3,Cesarean,2,No,2,3118,0.08%,3248.19,27.07
2,Wisconsin,55,High school graduate or GED completed,3,Cesarean,2,Not Stated,9,34,0.00%,3213.71,26.76
2,Wisconsin,55,"Some college credit, but not a degree",4,Vaginal,1,Yes,1,1385,0.04%,3166.99,28.45
2,Wisconsin,55,"Some college credit, but not a degree",4,Vaginal,1,No,2,7811,0.20%,3359.39,27.56
2,Wisconsin,55,"Some college credit, but not a degree",4,Vaginal,1,Not Stated,9,38,0.00%,3247,27.82
2,Wisconsin,55,"Some college credit, but not a degree",4,Cesarean,2,Yes,1,528,0.01%,3080.16,29.84
2,Wisconsin,55,"Some college credit, but not a degree",4,Cesarean,2,No,2,2875,0.07%,3283.94,28.77
2,Wisconsin,55,"Some college credit, but not a degree",4,Cesarean,2,Not Stated,9,17,0.00%,3021.82,28.24
2,Wisconsin,55,"Associate degree (AA, AS)",5,Vaginal,1,Yes,1,336,0.01%,3177.61,30.6
2,Wisconsin,55,"Associate degree (AA, AS)",5,Vaginal,1,No,2,4900,0.12%,3409.3,29.62
2,Wisconsin,55,"Associate degree (AA, AS)",5,Vaginal,1,Not Stated,9,11,0.00%,3212.18,30.91
2,Wisconsin,55,"Associate degree (AA, AS)",5,Cesarean,2,Yes,1,190,0.00%,3152.36,31.49
2,Wisconsin,55,"Associate degree (AA, AS)",5,Cesarean,2,No,2,1930,0.05%,3304.5,30.92
2,Wisconsin,55,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,Yes,1,169,0.00%,3237.59,31.62
2,Wisconsin,55,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,No,2,11578,0.29%,3443.83,30.68
2,Wisconsin,55,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,Not Stated,9,13,0.00%,3492.31,31.77
2,Wisconsin,55,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,Yes,1,96,0.00%,3267.89,32.18
2,Wisconsin,55,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,No,2,4060,0.10%,3329.37,31.78
2,Wisconsin,55,"Master's degree (MA, MS)",7,Vaginal,1,Yes,1,23,0.00%,3094.48,33.09
2,Wisconsin,55,"Master's degree (MA, MS)",7,Vaginal,1,No,2,3939,0.10%,3423.45,32.32
2,Wisconsin,55,"Master's degree (MA, MS)",7,Cesarean,2,No,2,1523,0.04%,3286.8,33.14
2,Wisconsin,55,"Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Vaginal,1,No,2,1305,0.03%,3395.6,32.89
2,Wisconsin,55,"Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Cesarean,2,No,2,440,0.01%,3304.04,33.64
2,Wisconsin,55,Unknown/Not on certificate,Unk,Vaginal,1,Yes,1,25,0.00%,2886.08,27.64
2,Wisconsin,55,Unknown/Not on certificate,Unk,Vaginal,1,No,2,184,0.00%,3302.18,28.04
2,Wisconsin,55,Unknown/Not on certificate,Unk,Vaginal,1,Not Stated,9,39,0.00%,3137.51,28.23
2,Wisconsin,55,Unknown/Not on certificate,Unk,Cesarean,2,No,2,58,0.00%,3035.31,29.09
2,Wisconsin,55,Unknown/Not on certificate,Unk,Cesarean,2,Not Stated,9,14,0.00%,3156.08,30.57
2,Iowa,19,8th grade or less,1,Vaginal,1,Yes,1,30,0.00%,3112.8,29.23
2,Iowa,19,8th grade or less,1,Vaginal,1,No,2,992,0.03%,3413.39,29.92
2,Iowa,19,8th grade or less,1,Cesarean,2,No,2,259,0.01%,3310.87,31.14
2,Iowa,19,9th through 12th grade with no diploma,2,Vaginal,1,Yes,1,621,0.02%,3142.69,24.08
2,Iowa,19,9th through 12th grade with no diploma,2,Vaginal,1,No,2,1566,0.04%,3282.77,23.68
2,Iowa,19,9th through 12th grade with no diploma,2,Cesarean,2,Yes,1,302,0.01%,3128.61,25.02
2,Iowa,19,9th through 12th grade with no diploma,2,Cesarean,2,No,2,603,0.02%,3226.46,26.12
2,Iowa,19,High school graduate or GED completed,3,Vaginal,1,Yes,1,1523,0.04%,3195.78,25.46
2,Iowa,19,High school graduate or GED completed,3,Vaginal,1,No,2,4982,0.13%,3351.47,25.63
2,Iowa,19,High school graduate or GED completed,3,Cesarean,2,Yes,1,762,0.02%,3080.4,26.83
2,Iowa,19,High school graduate or GED completed,3,Cesarean,2,No,2,2174,0.06%,3273.53,27.2
2,Iowa,19,"Some college credit, but not a degree",4,Vaginal,1,Yes,1,811,0.02%,3191.76,27.05
2,Iowa,19,"Some college credit, but not a degree",4,Vaginal,1,No,2,3963,0.10%,3396.21,26.76
2,Iowa,19,"Some college credit, but not a degree",4,Cesarean,2,Yes,1,408,0.01%,3195.46,28.09
2,Iowa,19,"Some college credit, but not a degree",4,Cesarean,2,No,2,1773,0.04%,3317.9,27.85
2,Iowa,19,"Associate degree (AA, AS)",5,Vaginal,1,Yes,1,283,0.01%,3253.62,29.96
2,Iowa,19,"Associate degree (AA, AS)",5,Vaginal,1,No,2,3188,0.08%,3444.1,28.81
2,Iowa,19,"Associate degree (AA, AS)",5,Cesarean,2,Yes,1,127,0.00%,3015.69,30.65
2,Iowa,19,"Associate degree (AA, AS)",5,Cesarean,2,No,2,1445,0.04%,3313.27,29.89
2,Iowa,19,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,Yes,1,96,0.00%,3321.89,31.32
2,Iowa,19,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,No,2,6617,0.17%,3465.89,29.9
2,Iowa,19,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,Yes,1,64,0.00%,3104.92,32.66
2,Iowa,19,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,No,2,2671,0.07%,3374.21,31.19
2,Iowa,19,"Master's degree (MA, MS)",7,Vaginal,1,Yes,1,12,0.00%,3291.67,32.5
2,Iowa,19,"Master's degree (MA, MS)",7,Vaginal,1,No,2,2077,0.05%,3445.31,31.5
2,Iowa,19,"Master's degree (MA, MS)",7,Cesarean,2,No,2,905,0.02%,3305.33,32.4
2,Iowa,19,"Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Vaginal,1,No,2,739,0.02%,3394.87,32.1
2,Iowa,19,"Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Cesarean,2,No,2,302,0.01%,3260.81,33.6
2,Iowa,19,Unknown/Not on certificate,Unk,Vaginal,1,No,2,32,0.00%,3368.72,30.09
2,Iowa,19,Unknown/Not on certificate,Unk,Cesarean,2,No,2,20,0.00%,3142,26.3
2,Kansas,20,8th grade or less,1,Vaginal,1,Yes,1,26,0.00%,3056.38,27.12
2,Kansas,20,8th grade or less,1,Vaginal,1,No,2,834,0.02%,3310.66,28.98
2,Kansas,20,8th grade or less,1,Cesarean,2,Yes,1,14,0.00%,3038.79,29.21
2,Kansas,20,8th grade or less,1,Cesarean,2,No,2,263,0.01%,3220.93,30.51
2,Kansas,20,9th through 12th grade with no diploma,2,Vaginal,1,Yes,1,592,0.02%,3101.66,24.46
2,Kansas,20,9th through 12th grade with no diploma,2,Vaginal,1,No,2,2061,0.05%,3264.13,23.82
2,Kansas,20,9th through 12th grade with no diploma,2,Cesarean,2,Yes,1,269,0.01%,2961.99,25.48
2,Kansas,20,9th through 12th grade with no diploma,2,Cesarean,2,No,2,695,0.02%,3232.65,25.84
2,Kansas,20,High school graduate or GED completed,3,Vaginal,1,Yes,1,1078,0.03%,3143.4,25.44
2,Kansas,20,High school graduate or GED completed,3,Vaginal,1,No,2,5046,0.13%,3297.94,25.11
2,Kansas,20,High school graduate or GED completed,3,Vaginal,1,Not Stated,9,20,0.00%,3173.25,24.6
2,Kansas,20,High school graduate or GED completed,3,Cesarean,2,Yes,1,511,0.01%,3029.55,26.74
2,Kansas,20,High school graduate or GED completed,3,Cesarean,2,No,2,1959,0.05%,3238.48,26.39
2,Kansas,20,High school graduate or GED completed,3,Cesarean,2,Not Stated,9,10,0.00%,2991.7,30.1
2,Kansas,20,"Some college credit, but not a degree",4,Vaginal,1,Yes,1,621,0.02%,3173.38,27.3
2,Kansas,20,"Some college credit, but not a degree",4,Vaginal,1,No,2,4923,0.12%,3354.7,26.57
2,Kansas,20,"Some college credit, but not a degree",4,Vaginal,1,Not Stated,9,12,0.00%,2957.5,27.08
2,Kansas,20,"Some college credit, but not a degree",4,Cesarean,2,Yes,1,397,0.01%,3162.5,28.48
2,Kansas,20,"Some college credit, but not a degree",4,Cesarean,2,No,2,2188,0.06%,3272.77,27.82
2,Kansas,20,"Some college credit, but not a degree",4,Cesarean,2,Not Stated,9,10,0.00%,3146.9,30
2,Kansas,20,"Associate degree (AA, AS)",5,Vaginal,1,Yes,1,140,0.00%,3198.67,29.61
2,Kansas,20,"Associate degree (AA, AS)",5,Vaginal,1,No,2,2345,0.06%,3390.08,28.46
2,Kansas,20,"Associate degree (AA, AS)",5,Cesarean,2,Yes,1,83,0.00%,3089.24,29.77
2,Kansas,20,"Associate degree (AA, AS)",5,Cesarean,2,No,2,1035,0.03%,3280.57,29.63
2,Kansas,20,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,Yes,1,62,0.00%,3256.23,30.63
2,Kansas,20,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,No,2,6013,0.15%,3428.36,30.28
2,Kansas,20,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,Yes,1,47,0.00%,3047.79,32.26
2,Kansas,20,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,No,2,2419,0.06%,3315.4,31.18
2,Kansas,20,"Master's degree (MA, MS)",7,Vaginal,1,Yes,1,14,0.00%,3285.64,32.36
2,Kansas,20,"Master's degree (MA, MS)",7,Vaginal,1,No,2,2283,0.06%,3412.53,31.6
2,Kansas,20,"Master's degree (MA, MS)",7,Cesarean,2,No,2,1025,0.03%,3300.02,32.69
2,Kansas,20,"Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Vaginal,1,No,2,652,0.02%,3395.01,32.52
2,Kansas,20,"Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Cesarean,2,No,2,266,0.01%,3211.11,33.73
2,Kansas,20,Unknown/Not on certificate,Unk,Vaginal,1,Yes,1,11,0.00%,2791.73,26.91
2,Kansas,20,Unknown/Not on certificate,Unk,Vaginal,1,No,2,54,0.00%,3257.57,29.3
2,Kansas,20,Unknown/Not on certificate,Unk,Vaginal,1,Not Stated,9,15,0.00%,3312.53,28.93
2,Kansas,20,Unknown/Not on certificate,Unk,Cesarean,2,No,2,26,0.00%,3451.88,27.58
2,Minnesota,27,8th grade or less,1,Vaginal,1,Yes,1,26,0.00%,3237.54,25.15
2,Minnesota,27,8th grade or less,1,Vaginal,1,No,2,1890,0.05%,3355.17,30.52
2,Minnesota,27,8th grade or less,1,Cesarean,2,Yes,1,13,0.00%,2925.38,30.15
2,Minnesota,27,8th grade or less,1,Cesarean,2,No,2,467,0.01%,3269.7,31.63
2,Minnesota,27,8th grade or less,1,Not Stated,9,No,2,12,0.00%,3447,29.58
2,Minnesota,27,9th through 12th grade with no diploma,2,Vaginal,1,Yes,1,767,0.02%,3173.48,24.26
2,Minnesota,27,9th through 12th grade with no diploma,2,Vaginal,1,No,2,2837,0.07%,3286.02,25.37
2,Minnesota,27,9th through 12th grade with no diploma,2,Vaginal,1,Not Stated,9,69,0.00%,3231.99,22.87
2,Minnesota,27,9th through 12th grade with no diploma,2,Cesarean,2,Yes,1,293,0.01%,3059.17,25.71
2,Minnesota,27,9th through 12th grade with no diploma,2,Cesarean,2,No,2,847,0.02%,3217.98,27.26
2,Minnesota,27,9th through 12th grade with no diploma,2,Cesarean,2,Not Stated,9,18,0.00%,2945.78,25.22
2,Minnesota,27,High school graduate or GED completed,3,Vaginal,1,Yes,1,1663,0.04%,3199.13,26.16
2,Minnesota,27,High school graduate or GED completed,3,Vaginal,1,No,2,6769,0.17%,3346.91,26.68
2,Minnesota,27,High school graduate or GED completed,3,Vaginal,1,Not Stated,9,121,0.00%,3201.25,26.72
2,Minnesota,27,High school graduate or GED completed,3,Cesarean,2,Yes,1,652,0.02%,3101.42,27.27
2,Minnesota,27,High school graduate or GED completed,3,Cesarean,2,No,2,2312,0.06%,3254.23,28.15
2,Minnesota,27,High school graduate or GED completed,3,Cesarean,2,Not Stated,9,36,0.00%,3148.26,27.78
2,Minnesota,27,"Some college credit, but not a degree",4,Vaginal,1,Yes,1,1234,0.03%,3220.01,27.5
2,Minnesota,27,"Some college credit, but not a degree",4,Vaginal,1,No,2,7807,0.20%,3389.26,27.66
2,Minnesota,27,"Some college credit, but not a degree",4,Vaginal,1,Not Stated,9,101,0.00%,3171.39,27.41
2,Minnesota,27,"Some college credit, but not a degree",4,Cesarean,2,Yes,1,555,0.01%,3105.53,28.9
2,Minnesota,27,"Some college credit, but not a degree",4,Cesarean,2,No,2,2966,0.08%,3268.05,29.4
2,Minnesota,27,"Some college credit, but not a degree",4,Cesarean,2,Not Stated,9,42,0.00%,2868.19,29.17
2,Minnesota,27,"Associate degree (AA, AS)",5,Vaginal,1,Yes,1,410,0.01%,3255.52,30.12
2,Minnesota,27,"Associate degree (AA, AS)",5,Vaginal,1,No,2,6053,0.15%,3426.02,29.58
2,Minnesota,27,"Associate degree (AA, AS)",5,Vaginal,1,Not Stated,9,33,0.00%,3229.94,30.45
2,Minnesota,27,"Associate degree (AA, AS)",5,Cesarean,2,Yes,1,199,0.01%,3166.43,30.87
2,Minnesota,27,"Associate degree (AA, AS)",5,Cesarean,2,No,2,2389,0.06%,3328.17,30.89
2,Minnesota,27,"Associate degree (AA, AS)",5,Cesarean,2,Not Stated,9,11,0.00%,3287.27,31.82
2,Minnesota,27,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,Yes,1,161,0.00%,3306.84,31.39
2,Minnesota,27,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,No,2,13535,0.34%,3451.8,30.78
2,Minnesota,27,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,Not Stated,9,19,0.00%,2930.95,31.89
2,Minnesota,27,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,Yes,1,81,0.00%,3212.63,32
2,Minnesota,27,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,No,2,4929,0.12%,3328.87,32
2,Minnesota,27,"Master's degree (MA, MS)",7,Vaginal,1,Yes,1,21,0.00%,3324.05,34.19
2,Minnesota,27,"Master's degree (MA, MS)",7,Vaginal,1,No,2,5167,0.13%,3440.96,32.35
2,Minnesota,27,"Master's degree (MA, MS)",7,Cesarean,2,Yes,1,12,0.00%,2694.67,33.33
2,Minnesota,27,"Master's degree (MA, MS)",7,Cesarean,2,No,2,1999,0.05%,3290.99,33.39
2,Minnesota,27,"Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Vaginal,1,No,2,1635,0.04%,3424.45,32.85
2,Minnesota,27,"Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Cesarean,2,No,2,579,0.01%,3254.74,34.22
2,Minnesota,27,Unknown/Not on certificate,Unk,Vaginal,1,Yes,1,42,0.00%,3124.4,27.21
2,Minnesota,27,Unknown/Not on certificate,Unk,Vaginal,1,No,2,650,0.02%,3380.3,30.25
2,Minnesota,27,Unknown/Not on certificate,Unk,Vaginal,1,Not Stated,9,11,0.00%,3059.9,28.64
2,Minnesota,27,Unknown/Not on certificate,Unk,Cesarean,2,Yes,1,12,0.00%,2989.83,28.75
2,Minnesota,27,Unknown/Not on certificate,Unk,Cesarean,2,No,2,260,0.01%,3148.52,31.89
2,Missouri,29,8th grade or less,1,Vaginal,1,Yes,1,171,0.00%,3057.21,26.17
2,Missouri,29,8th grade or less,1,Vaginal,1,No,2,1506,0.04%,3388.11,28.75
2,Missouri,29,8th grade or less,1,Vaginal,1,Not Stated,9,16,0.00%,3399.44,30.56
2,Missouri,29,8th grade or less,1,Cesarean,2,Yes,1,76,0.00%,2936.05,27.37
2,Missouri,29,8th grade or less,1,Cesarean,2,No,2,293,0.01%,3175.2,30.13
2,Missouri,29,9th through 12th grade with no diploma,2,Vaginal,1,Yes,1,1924,0.05%,3044.84,24.38
2,Missouri,29,9th through 12th grade with no diploma,2,Vaginal,1,No,2,3318,0.08%,3216.39,22.85
2,Missouri,29,9th through 12th grade with no diploma,2,Vaginal,1,Not Stated,9,76,0.00%,3122.47,24.49
2,Missouri,29,9th through 12th grade with no diploma,2,Cesarean,2,Yes,1,842,0.02%,2972.59,25.9
2,Missouri,29,9th through 12th grade with no diploma,2,Cesarean,2,No,2,1091,0.03%,3150.27,24.99
2,Missouri,29,9th through 12th grade with no diploma,2,Cesarean,2,Not Stated,9,33,0.00%,2998.06,26.39
2,Missouri,29,High school graduate or GED completed,3,Vaginal,1,Yes,1,3074,0.08%,3116.96,25.53
2,Missouri,29,High school graduate or GED completed,3,Vaginal,1,No,2,9428,0.24%,3280.73,24.77
2,Missouri,29,High school graduate or GED completed,3,Vaginal,1,Not Stated,9,150,0.00%,3105.73,25.8
2,Missouri,29,High school graduate or GED completed,3,Cesarean,2,Yes,1,1436,0.04%,2997.47,26.96
2,Missouri,29,High school graduate or GED completed,3,Cesarean,2,No,2,3813,0.10%,3179.6,26.28
2,Missouri,29,High school graduate or GED completed,3,Cesarean,2,Not Stated,9,64,0.00%,3111.86,27.39
2,Missouri,29,High school graduate or GED completed,3,Not Stated,9,No,2,11,0.00%,3391,26.27
2,Missouri,29,"Some college credit, but not a degree",4,Vaginal,1,Yes,1,1828,0.05%,3154.16,27.19
2,Missouri,29,"Some college credit, but not a degree",4,Vaginal,1,No,2,10038,0.25%,3322.02,26.63
2,Missouri,29,"Some college credit, but not a degree",4,Vaginal,1,Not Stated,9,91,0.00%,3286.47,27.19
2,Missouri,29,"Some college credit, but not a degree",4,Cesarean,2,Yes,1,930,0.02%,3030.51,28.48
2,Missouri,29,"Some college credit, but not a degree",4,Cesarean,2,No,2,4483,0.11%,3236.12,28.11
2,Missouri,29,"Some college credit, but not a degree",4,Cesarean,2,Not Stated,9,42,0.00%,3185.55,28.19
2,Missouri,29,"Some college credit, but not a degree",4,Not Stated,9,No,2,11,0.00%,3378.4,27
2,Missouri,29,"Associate degree (AA, AS)",5,Vaginal,1,Yes,1,380,0.01%,3170.82,29.48
2,Missouri,29,"Associate degree (AA, AS)",5,Vaginal,1,No,2,4033,0.10%,3367.12,28.53
2,Missouri,29,"Associate degree (AA, AS)",5,Vaginal,1,Not Stated,9,20,0.00%,3258.35,30.1
2,Missouri,29,"Associate degree (AA, AS)",5,Cesarean,2,Yes,1,237,0.01%,3045.36,30.51
2,Missouri,29,"Associate degree (AA, AS)",5,Cesarean,2,No,2,1919,0.05%,3284.59,29.75
2,Missouri,29,"Associate degree (AA, AS)",5,Cesarean,2,Not Stated,9,12,0.00%,2998.17,30.25
2,Missouri,29,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,Yes,1,178,0.00%,3192.42,30.99
2,Missouri,29,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,No,2,9798,0.25%,3411.88,30.23
2,Missouri,29,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,Not Stated,9,32,0.00%,3580.38,31.62
2,Missouri,29,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,Yes,1,109,0.00%,3030.89,32.3
2,Missouri,29,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,No,2,4252,0.11%,3315.45,31.5
2,Missouri,29,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,Not Stated,9,15,0.00%,2944,29.87
2,Missouri,29,"Master's degree (MA, MS)",7,Vaginal,1,Yes,1,26,0.00%,2971.5,34.08
